type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,type_count
['สะพาน'],24 เทียนทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['สะพาน'],ดำเนินการตรวจสอบให้ครับ,กำลังดำเนินการ,100.43999,13.56896,กรุงเทพมหานคร,เขตบางขุนเทียน,1
"['ถนน', 'จราจร', 'ความปลอดภัย']",แยกรัชดา-ราชพฤกษ์ 369/2 ถ. ราชพฤกษ์ แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร', 'ความปลอดภัย']",เขตธนบุรี ส่งต่อไปยัง สน.บุคคโล,ส่งต่อ(ใหม่),100.47827,13.71539,กรุงเทพมหานคร,เขตธนบุรี,3
['ถนน'],181/141 หมู่ที่ 11 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร แขวง นวมินทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตบึงกุ่ม ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.6475,13.80465,กรุงเทพมหานคร,บึงกุ่ม,1
['สายไฟ'],QHMH+JXG ซอย รัชดาภิเษก 18 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['สายไฟ'],"การไฟฟ้านครหลวง เขตสามเสน ส่งต่อไปยัง สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์และกิจการโทรคมนาคมแห่งชาติ (กสทช.)
เนื่องจาก สายที่รกรุงรังเป็นสายของหน่วยการสื่อสารหลายๆ หน่วยที่รังเสาไฟฟ้า ซึ่งส่วนใหญ่ไม่ได้ใช้งานแต่หน่วยงานสื่อสารไม่ได้รื้อออก กฟน.เคยมีหนังสือแจ้งให้เข้าดำเนินการแล้ว หน่วยงานสื่อสารอยู่ในการกำกับดูแล ของ กสทช. และสามารถบังคับให้รื้อสายที่ไม่ใช้งานได้ ขอส่งต่อให้ กสทช. ดำเนินการ

    อนึ่งใน ซ.รัชดา 18 มีโครงการที่จะนาเสาสายไฟฟ้า ลงดิน ภายในปี 2567 อยู่แล้ว",ส่งต่อ(ใหม่),100.57985,13.78402,กรุงเทพมหานคร,เขตห้วยขวาง,1
['ทางเท้า'],1949 ซ. พหลโยธิน แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตจตุจักร ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.57285,13.8353,กรุงเทพมหานคร,เขตจตุจักร,1
"['ความสะอาด', 'ป้าย']",อาคารชิโน ไทย แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ป้าย']",,รอรับเรื่อง,100.56147,13.7374,กรุงเทพมหานคร,เขตวัฒนา,2
"['ทางเท้า', 'ป้าย']",390 ซอย อมร แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ป้าย']",จะดำเนินการตรวจสอบให้,กำลังดำเนินการ,100.54395,13.70725,กรุงเทพมหานคร,เขตยานนาวา,2
['ทางเท้า'],MC9V+Q97 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.44345,13.66941,กรุงเทพมหานคร,เขตบางขุนเทียน,1
['ทางเท้า'],1146/7 ถ. พหลโยธิน แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ทางเท้า'],"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.5609,13.81421,กรุงเทพมหานคร,เขตจตุจักร,1
['ถนน'],131 ซอย นวมินทร์ 101 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตบึงกุ่ม ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.64732,13.80417,กรุงเทพมหานคร,เขตบึงกุ่ม,1
"['ถนน', 'กีดขวาง']",24 2 ซอย ท่าข้าม 14 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",,รอรับเรื่อง,100.44224,13.65038,กรุงเทพมหานคร,เขตบางขุนเทียน,2
['จราจร'],458 ถนน รัชดาภิเษก แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['จราจร'],เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.57501,13.80527,กรุงเทพมหานคร,เขตจตุจักร,1
[''],48/24 Siam Future Town Center 1 Room A15 Ekachai-Bang Bon Road Khwaeng Bang Bon Khet Bang Bon Bangkok 10150 คลองบางพราน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,[''],อยู่ระหว่างดำเนินการ,กำลังดำเนินการ,100.43731,13.68061,กรุงเทพมหานคร,เขตบางบอน,1
['ถนน'],40 ซอย นวมินทร์ 97 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตบึงกุ่ม ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.64779,13.80268,กรุงเทพมหานคร,เขตบึงกุ่ม,1
['ถนน'],รามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร : 172 ถ. รามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,['ถนน'],เขตบางเขน เชิญร่วมไปยัง ฝ่ายโยธา เขตบางเขน,กำลังดำเนินการ,100.62646,13.8579,กรุงเทพมหานคร,เขตบางเขน,1
"['น้ำท่วม', 'ท่อระบายน้ำ']",73/67 เจริญพัฒนา 4 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['น้ำท่วม', 'ท่อระบายน้ำ']",รับทราบปัญหาตรวจสอบ จุดบริเวณเรื่องแจ้งดังกล่าว ดำเนินการแก้ไข ต่อไป,ศึกษาปัญหา,100.71568,13.8353,กรุงเทพมหานคร,เขตคลองสามวา,2
"['กีดขวาง', 'ทางเท้า']",2264 ซอย เจริญกรุง 80 แขวง บางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ทางเท้า']",จนท.ตรวจสอบ ดำเนินการ,กำลังดำเนินการ,100.50024,13.70035,กรุงเทพมหานคร,เขตบางคอแหลม,2
['ถนน'],818 ถนน นวมินทร์ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],อยู่ระหว่างการตรวจสอบ,ส่งต่อ(ใหม่),100.6481,13.80207,กรุงเทพมหานคร,เขตบึงกุ่ม,1
"['ถนน', 'ต้นไม้', 'ร้องเรียน']",5 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ต้นไม้', 'ร้องเรียน']",สำนักงานเขตสะพานสูงรับเรื่องพร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.69887,13.75421,กรุงเทพมหานคร,เขตสะพานสูง,3
['ป้าย'],518/5 ถนน เพลินจิต แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,['ป้าย'],เขตปทุมวัน ส่งต่อไปยัง องค์การขนส่งมวลชนกรุงเทพ (ขสมก.),ส่งต่อ(ใหม่),100.54218,13.74413,กรุงเทพมหานคร,เขตปทุมวัน,1
['สะพาน'],24 เทียนทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['สะพาน'],ฝ่ายโยธาสำนักงานเขตหนองแขมได้รับข้อมูลเรื่องร้องทุกข์จากท่านแล้ว อยู่ระหว่างตรวจสอบบริเวณดังกล่าว ผลเป็นประการใดจะนำเรียนให้ทราบอีกครั้งครับ,ส่งต่อ(ใหม่),100.43999,13.56896,กรุงเทพมหานคร,เขตบางขุนเทียน,1
"['ป้าย', 'ทางเท้า']",101 ถ. พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",เจ้าหน้าที่เทศกิจชัดสายตรวจ 254 ลงพื้นที่ดังกล่าว พบป้ายตั้งวางบนทางฟุตบาท เจ้าหน้าที่ได้กวดขันและประชาสัมพันธ์ และว่ากล่าวตักเตือน มิให้ผู้ประกอบการร้านนวดให้ทราบว่า ห้ามตั้งวางสิ่งของในที่สาธารณะ ตามนโยบายของกรุงเทพมหานคร,เสร็จสิ้น,100.53248,13.75417,กรุงเทพมหานคร,เขตราชเทวี,2
"['ถนน', 'กีดขวาง']",10 ถ. คลองทวีวัฒนา แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",เจ้าหน้าที่เทศกิจตรวจสอบแล้วพบว่ามีการวางของจริงจึงได้ขอความร่วมมือให้แก้ไขโดยการนำสิ่งของออกจากถนนแล้วครับ,เสร็จสิ้น,100.36474,13.7245,กรุงเทพมหานคร,เขตหนองแขม,2
"['ทางเท้า', 'ความปลอดภัย']",6 ซอย หทัยราษฎร์ 37 แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความปลอดภัย']",กำลังดำเนินการตรวจสอบ,กำลังดำเนินการ,100.72189,13.87654,กรุงเทพมหานคร,เขตคลองสามวา,2
"['ความปลอดภัย', 'ถนน']",644 ถนน รัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'ถนน']",เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.48028,13.71627,กรุงเทพมหานคร,เขตธนบุรี,2
[''],279/1 กรุงเทพนนทบุรี แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,[''],เขตบางซื่อ ส่งต่อไปยัง กระทรวงศึกษาธิการ,ส่งต่อ(ใหม่),100.52904,13.8334,กรุงเทพมหานคร,เขตบางซื่อ,1
"['ความสะอาด', 'สะพาน', 'ถนน']",สะพานคู่  พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร : PGFX+9CP ซอย สะพานคู่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ความสะอาด', 'สะพาน', 'ถนน']",ประสานฝ่ายสิ่งแวดล้อมฯ เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.54858,13.72348,กรุงเทพมหานคร,เขตสาทร,3
['ทางเท้า'],,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.57647,13.80283,,,1
"['PM2.5', 'คลอง']",388 ตลาดเทิดไท 1 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['PM2.5', 'คลอง']",รับเรื่องประสานเจ้าหน้าที่,กำลังดำเนินการ,100.85217,13.69714,กรุงเทพมหานคร,เขตลาดกระบัง,2
['ความปลอดภัย'],Donmueang Airport  (Gate 8) แขวง สนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,['ความปลอดภัย'],สำนักงานเขตดอนเมือง รับทราบเรื่อง และประสานฝ่ายเทศกิจตรวจสอบต่อไปค่ะ,กำลังดำเนินการ,100.5929,13.90522,กรุงเทพมหานคร,เขตดอนเมือง,1
"['ท่อระบายน้ำ', 'ทางเท้า', 'ความปลอดภัย']",M92Q+J66 บางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ท่อระบายน้ำ', 'ทางเท้า', 'ความปลอดภัย']",เขตบางบอน ส่งต่อไปยัง กรมทางหลวง,ส่งต่อ(ใหม่),100.3881,13.65154,กรุงเทพมหานคร,เขตบางบอน,3
['ถนน'],9 ซอย รามคำแหง 118 แยก 8 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ถนน'],สำนักงานเขตสะพานสูงรับเรื่องพร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.67984,13.77643,กรุงเทพมหานคร,เขตสะพานสูง,1
['ความปลอดภัย'],11 ซอย สายไหม 50 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,['ความปลอดภัย'],,รอรับเรื่อง,100.65604,13.91848,กรุงเทพมหานคร,เขตสายไหม,1
"['สะพาน', 'ถนน', 'กีดขวาง']",สุขุมวิท 71 สุขุมวิท : 1173 ถ. สุขุมวิท 71 แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['สะพาน', 'ถนน', 'กีดขวาง']",เขตสวนหลวง ส่งต่อไปยัง สน.คลองตัน,ส่งต่อ(ใหม่),100.5987,13.73898,กรุงเทพมหานคร,แขวงสวนหลวง,3
['ถนน'],QH39+2CX แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ถนน'],เขตห้วยขวาง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.56854,13.75293,กรุงเทพมหานคร,เขตห้วยขวาง,1
"['ถนน', 'ป้าย', 'ความสะอาด']",เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร : 444/43 ซอย เจริญกรุง 91 แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ป้าย', 'ความสะอาด']",ขอบคุณสำหรับการแจ้งข้อมูลค่ะ  จะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว  และจะรายงานผลให้ทราบอีกครั้งค่ะ  ขออภัยในความไม่สะดวกมา  ณ  ที่นี้ด้วยค่ะ,กำลังดำเนินการ,100.50666,13.70325,กรุงเทพมหานคร,เขตบางคอแหลม,3
['กีดขวาง'],104 ถนน พุทธมณฑลสาย ๓ แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['กีดขวาง'],เขตหนองแขม ส่งต่อไปยัง สน.หนองค้างพลู,ส่งต่อ(ใหม่),100.36365,13.71977,กรุงเทพมหานคร,เขตหนองแขม,1
['น้ำท่วม'],58 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['น้ำท่วม'],,รอรับเรื่อง,100.63012,13.77933,กรุงเทพมหานคร,เขตบางกะปิ,1
"['ต้นไม้', 'ถนน', 'คลอง']",หมู่บ้านกรานต์วดี พุทธมณฑลสาย 3 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ถนน', 'คลอง']",ฝ่ายรักษาฯ ตรวจสอบ,กำลังดำเนินการ,100.364,13.74109,กรุงเทพมหานคร,เขตบางแค,3
['ท่อระบายน้ำ'],"ตึกชิโนทัย,ตรงข้ามตลาดอโศก แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย",2023-05-17,['ท่อระบายน้ำ'],เขตวัฒนา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.56187,13.73971,กรุงเทพมหานคร,เขตวัฒนา,1
['จราจร'],13 ซ. เพชรเกษม 82 แขวง บางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['จราจร'],เขตบางแค ส่งต่อไปยัง สน.หลักสอง,ส่งต่อ(ใหม่),100.40942,13.71083,กรุงเทพมหานคร,เขตบางแค,1
[''],212 ซอย หมู่บ้านธนาพัฒน์เฮ้าส์ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,[''],เขตยานนาวา ส่งต่อไปยัง สำนักงานเลขานุการปลัดกรุงเทพมหานคร (สลป.),ส่งต่อ(ใหม่),100.54154,13.68921,กรุงเทพมหานคร,เขตยานนาวา,1
"['สะพาน', 'ความปลอดภัย']",26/11 เลียบคลองภาษีเจริญฝั่งเหนือ 1/4 แขวง หนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'ความปลอดภัย']",ฝ่ายโยธาสำนักงานเขตหนองแขมได้รับข้อมูลเรื่องร้องทุกข์จากท่านแล้ว อยู่ระหว่างตรวจสอบบริเวณดังกล่าว ผลเป็นประการใดจะนำเรียนให้ทราบอีกครั้งครับ,กำลังดำเนินการ,100.36414,13.6864,กรุงเทพมหานคร,เขตหนองแขม,2
['ถนน'],1710 ถ. สุขุมวิท พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['ถนน'],สำนักการจราจรขอเรียนให้ทราบว่าบริเวณดังกล่าวหากไม่ทาขอบทางขาวแดงจะเป็นข้ออ้างของผู้ขับรถบางคนจะนำมาอ้างว่าบริเวณที่ไม่ทาสามารถจอดรถได้เมื่อถูกตำรวจจราจรล็อคล้อหรือเขียนใบสั่ง ซึ่งการทาดังกล่าวเป็นไปตามข้อบังคับจราจรมิได้กระทำในด้านส่อทุจริตแต่อย่างใด,รอรับเรื่อง,100.59688,13.71098,กรุงเทพมหานคร,เขตคลองเตย,1
['ถนน'],"ร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร : สวนชัยพฤกษ์ Romklao Road , Min Buri , 10510 Min Buri , Bangkok, เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย",2023-05-17,['ถนน'],รับเรื่องประสานเจ้าหน้าที่ตรวจสอบ,ส่งต่อ(ใหม่),100.74624,13.7758,กรุงเทพมหานคร,เขตมีนบุรี,1
['กีดขวาง'],50 ซอย แสงจันทร์ แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['กีดขวาง'],เขตคลองเตย ส่งต่อไปยัง สำนักงานตำรวจแห่งชาติ (Royal Thai Police),ส่งต่อ(ใหม่),100.58385,13.71459,กรุงเทพมหานคร,เขตคลองเตย,1
['ถนน'],255/84 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['ถนน'],ประสานตรวจสอบ,กำลังดำเนินการ,100.84889,13.69429,กรุงเทพมหานคร,เขตลาดกระบัง,1
"['ความปลอดภัย', 'เสียงรบกวน']",180/38 ซอย ศุภาวรรณ 2 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'เสียงรบกวน']",เขตหนองแขม ส่งต่อไปยัง ทีโอที แจ้งวัฒนะ,ส่งต่อ(ใหม่),100.37957,13.69285,กรุงเทพมหานคร,เขตหนองแขม,2
['จราจร'],137 ถนน รัชดาภิเษก แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['จราจร'],เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.47804,13.71588,กรุงเทพมหานคร,เขตธนบุรี,1
"['ถนน', 'ทางเท้า', 'ร้องเรียน', 'กีดขวาง']",125 ถ. จันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'ร้องเรียน', 'กีดขวาง']","จนท,ตรวจสอบ ดำเนินการ",กำลังดำเนินการ,100.51313,13.70942,กรุงเทพมหานคร,เขตบางคอแหลม,4
"['ทางเท้า', 'ความสะอาด']",243 ถนน จักรวรรดิ แขวงจักรวรรดิ์ เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความสะอาด']",ฝ่ายรักษาความสะอาดและสวนสาธารณะ กลุ่มงานรักษาความสะอาด ได้ตรวจสอบแล้ว พบบริเวณถนนจักรวรรดิฝั่งซ้าย ก่อนถึงธนาคารกสิกรไทย สาขาจักรวรรดิ เป็นถุงกระสอบด้านในมีเศษวัสดุก่อสร้างที่มีคนแอบทิ้งไว้บนทางเท้า จึงได้เข้าดำเนินการจัดเก็บเป็นที่เรียบร้อยแล้ว,เสร็จสิ้น,100.50317,13.74236,กรุงเทพมหานคร,เขตสัมพันธวงศ์,2
"['กีดขวาง', 'ร้องเรียน', 'ถนน', 'ทางเท้า']",PGC9+6M8 ถนน ศรีเวียง แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ร้องเรียน', 'ถนน', 'ทางเท้า']",สำนักงานเขตบางรัก โดยฝ่ายเทศกิจ ขอบคุณ เราจะดำเนินการตรวจสอบและรายงานผลให้ทราบต่อไป,กำลังดำเนินการ,100.51921,13.7206,กรุงเทพมหานคร,เขตบางรัก,4
['ถนน'],107 25 ถ. สวนสยาม แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตคันนายาว เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตคันนายาว,กำลังดำเนินการ,100.68826,13.81167,กรุงเทพมหานคร,เขตคันนายาว,1
['กีดขวาง'],46/5 สุขุมวิท 42 แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['กีดขวาง'],ฝ่ายเทศกิจ สำนักงานเขตคลองเตยได้รับเรื่องร้องเรียนแล้ว ขณะนี้อยู่ระหว่างกำลังดำเนินการตรวจสอบ ผลเป็นประการใดจะรายงานให้ทราบต่อไปครับ,กำลังดำเนินการ,100.5835,13.71451,กรุงเทพมหานคร,เขตคลองเตย,1
"['ถนน', 'ท่อระบายน้ำ']",19/8 ซอย นวมินทร์ 103 ถนน นวมินทร์ แขวง คลองกุ่ม เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ']",อยู่ระหว่างตรวจสอบและดำเนินการ,กำลังดำเนินการ,100.64742,13.80466,กรุงเทพมหานคร,บึงกุ่ม,2
['ต้นไม้'],81 ซอย ประชาราษฎร์ 59 แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,['ต้นไม้'],ฝ่ายรักษาความสะอาด เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.53084,13.83271,กรุงเทพมหานคร,เขตบางซื่อ,1
['ถนน'],103/3415 ซอย เคหะชุมชนฉลองกรุง แขวงลำต้อยติ่ง เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,['ถนน'],สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.8442,13.77164,กรุงเทพมหานคร,เขตหนองจอก,1
['สายไฟ'],52 ซอย หลวงแพ่ง 2 แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['สายไฟ'],รับเรื่องประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.78914,13.71934,กรุงเทพมหานคร,เขตลาดกระบัง,1
"['ถนน', 'คลอง', 'แสงสว่าง']",VP69+M4Q ถนน เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'แสงสว่าง']",เขตคลองสามวา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71786,13.86158,กรุงเทพมหานคร,เขตคลองสามวา,3
['ถนน'],พหลโยธิน 34 ซอยย่อยไสว พหลโยธิน : RHQM+236 ซอย พหลโยธิน 34 แยก 11-2 แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ถนน'],"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.5826,13.83755,กรุงเทพมหานคร,เขตจตุจักร,1
"['ถนน', 'ท่อระบายน้ำ']",83 ถนน นวมินทร์ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ']",กำลังดำเนินการ,ส่งต่อ(ใหม่),100.64784,13.80526,กรุงเทพมหานคร,เขตบึงกุ่ม,2
"['ถนน', 'PM2.5']",QG26+7RX แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5']",เขตป้อมปราบศัตรูพ่าย ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.51203,13.75072,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,2
"['ความสะอาด', 'ร้องเรียน', 'ถนน']",274 ซอย เพชรเกษม 84 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ร้องเรียน', 'ถนน']",ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.40897,13.71116,กรุงเทพมหานคร,เขตบางแค,3
['คนจรจัด'],40 ถ. ดินแดง แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['คนจรจัด'],เขตดินแดง เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตดินแดง,กำลังดำเนินการ,100.54763,13.76193,กรุงเทพมหานคร,เขตดินแดง,1
"['ถนน', 'PM2.5', 'ความปลอดภัย']",116 ถนน เจริญพัฒนา แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5', 'ความปลอดภัย']",ฝ่ายรักษาฯ ดำเนินการ,กำลังดำเนินการ,100.71246,13.82333,กรุงเทพมหานคร,เขตคลองสามวา,3
