type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,cluster_label
ถนน,293/4-5 ซอย ประชาชื่น 8 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ความสะอาด']",สำนักงานเขตบางซื่อ ฝ่ายรักษาความสะอาด ได้ตรวจสอบและกำชับ ร้านค้าบริเวณดังกล่าว ให้ทิ้งขยะลงในถังขยะของตนเอง,เสร็จสิ้น,100.53437,13.81113,กรุงเทพมหานคร,เขตบางซื่อ,4
ถนน,1/13 ซอย เชื่อมสัมพันธ์ 14 แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'น้ำท่วม', 'คลอง']",สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.84467,13.82471,กรุงเทพมหานคร,เขตหนองจอก,5
ทางเท้า,65 ถ. สุขุมวิท แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ท่อระบายน้ำ']",กองระบบท่อระบายน้ำอยู่ระหว่างดำเนินการตรวจสอบและแก้ไขค่ะ,ส่งต่อ(ใหม่),100.58473,13.71542,กรุงเทพมหานคร,เขตคลองเตย,2
ถนน,7/15 ถ. ราชพฤกษ์ แขวงบางจาก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'สายไฟ']",รับเรื่องประสานงานให้ช่างในพื้นที่ดำเนินการตรวจสอบให้ค่ะ,ส่งต่อ(ใหม่),100.45111,13.7319,กรุงเทพมหานคร,เขตภาษีเจริญ,0
ทางเท้า,7/15 ถ. ราชพฤกษ์ แขวงบางจาก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'สายไฟ']",รับเรื่องประสานงานให้ช่างในพื้นที่ดำเนินการตรวจสอบให้ค่ะ,ส่งต่อ(ใหม่),100.45111,13.7319,กรุงเทพมหานคร,เขตภาษีเจริญ,0
ถนน,PR5F+VP5 แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'กีดขวาง', 'ป้าย']",,รอรับเรื่อง,100.8241,13.70973,กรุงเทพมหานคร,เขตลาดกระบัง,5
ทางเท้า,PR5F+VP5 แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'กีดขวาง', 'ป้าย']",,รอรับเรื่อง,100.8241,13.70973,กรุงเทพมหานคร,เขตลาดกระบัง,5
ถนน,98/457 แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ถนน', 'สายไฟ']","ฝ่ายเทศกิจ สำนักงานเขตตลิ่งชัน  ขอขอบคุณสำหรับข้อมูล
เจ้าหน้าที่จะเร่งตรวจสอบแก้ไขและแจ้งผลให้ทราบโดยเร็ว",กำลังดำเนินการ,100.43124,13.76581,กรุงเทพมหานคร,เขตตลิ่งชัน,0
ถนน,349 ซอย สุรัติ แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง', 'ความปลอดภัย', 'น้ำท่วม']",ฝ่ายโยธา เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขครับ,กำลังดำเนินการ,100.51356,13.82437,กรุงเทพมหานคร,เขตบางซื่อ,4
ถนน,3/120 ซอย เอกชัย 66/1 บางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง']",จะเข้าดำเนินการตรวจสอบให้ครับ,กำลังดำเนินการ,100.42377,13.67354,กรุงเทพมหานคร,เขตบางบอน,3
ถนน,หลวงเพ่ง : 1 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'สะพาน']",เขตลาดกระบัง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.8313,13.70692,กรุงเทพมหานคร,เขตลาดกระบัง,5
ถนน,"ลาดพร้าว 109   ลาดพร้าว  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร : 740 ซ.ลาดพร้าว 109, ถ.ลาดพร้าว, แขวงบางกะปิ เขตบางกะปิ กรุงเทพฯ, 10240 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย",2023-05-17,"['ถนน', 'คลอง']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายโยธา เขตบางกะปิ,กำลังดำเนินการ,100.63507,13.77185,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,729 ซอย สุดประเสริฐ 8 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย']",ฝ่ายโยธารับทราบถึงปัญหาเรียบร้อยและจะแก้ไขปัญหาให้เร็วที่สุด  ขอขอบพระคุณสำหรับการแจ้งปัญหามา ณ ที่นี้ด้วยค่ะ,กำลังดำเนินการ,100.51526,13.70394,กรุงเทพมหานคร,เขตบางคอแหลม,0
ถนน,เลขที่ 1005/1 ถนนวิภาวดีรังสิต แขวงลาดยาว เขตจตุจักร แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ถนน'],เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.56069,13.79652,กรุงเทพมหานคร,เขตจตุจักร,4
ถนน,MJ66+RPV ซอย ลาซาล 19 บางนาใต้ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,['ถนน'],เขตบางนา ส่งต่อไปยัง การไฟฟ้านครหลวง เขตบางนา,ส่งต่อ(ใหม่),100.61182,13.66215,กรุงเทพมหานคร,เขตบางนา,2
ถนน,พัฒนาการ97 พัฒนาการ แขวงประเวศ เขตประเวศ กรุงเทพมหานคร : 34/8 ซอย อ่อนนุช 70/1 แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.66978,13.70593,กรุงเทพมหานคร,ประเวศ,2
ถนน,พัฒนาการ97 พัฒนาการ แขวงประเวศ เขตประเวศ กรุงเทพมหานคร : 34/8 ซอย อ่อนนุช 70/1 แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ถนน', 'น้ำท่วม']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.66978,13.70593,กรุงเทพมหานคร,ประเวศ,2
ทางเท้า,2063 ถ. ลาดพร้าว แขวง วังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ถนน', 'จราจร']",ฝ่ายเทศกิจจักได้จัดเจ้าหน้าที่ดำเนินการตามอำนาจหน้าที่ต่อไป,กำลังดำเนินการ,100.59109,13.79633,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,2063 ถ. ลาดพร้าว แขวง วังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ถนน', 'จราจร']",ฝ่ายเทศกิจจักได้จัดเจ้าหน้าที่ดำเนินการตามอำนาจหน้าที่ต่อไป,กำลังดำเนินการ,100.59109,13.79633,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,"เอกชัย 66/1 เอกชัย : 508, 1 ถ. เอกชัย คลองบางพราน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย",2023-05-17,['ถนน'],จะเข้าดำเนินการตรวจสอบให้ครับ,กำลังดำเนินการ,100.42394,13.67319,กรุงเทพมหานคร,เขตบางบอน,3
ถนน,นวมินทร์ 10 นวมินทร์  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร : 553 หมู่บ้านการเคหะ ซอย 28 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'สัตว์จรจัด', 'คลอง']",เขตบางกะปิ ส่งต่อไปยัง กองสัตวแพทย์ สำนักอนามัย กทม.,ส่งต่อ(ใหม่),100.64667,13.77804,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,408 Thoet Thai Rd แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ท่อระบายน้ำ', 'ถนน']",เจ้าหน้าที่ตรวจสอบครับ,กำลังดำเนินการ,100.44173,13.71195,กรุงเทพมหานคร,เขตภาษีเจริญ,3
ถนน,134 โชคชัย 4 ซอย 54 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตลาดพร้าว ส่งต่อไปยัง สน.โชคชัย,ส่งต่อ(ใหม่),100.60019,13.81607,กรุงเทพมหานคร,เขตลาดพร้าว,4
ถนน,13 ซ. ประชาอุทิศ 33 แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-17,['ถนน'],เขตราษฎร์บูรณะ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.49933,13.65675,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,3
ถนน,36/19 โชคชัย 4 ซอย 84 แยก 2-5 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ถนน']",,รอรับเรื่อง,100.59848,13.82552,กรุงเทพมหานคร,เขตลาดพร้าว,4
ถนน,176 พระราม 2 ซอย 60 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน']",,รอรับเรื่อง,100.42452,13.65756,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ถนน,4 พระราม 2 ซ. 49 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ถนน'],,รอรับเรื่อง,100.449,13.66761,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,4 พระราม 2 ซ. 49 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",,รอรับเรื่อง,100.44901,13.6676,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,4 พระราม 2 ซ. 49 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",,รอรับเรื่อง,100.44901,13.66761,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,4 พระราม 2 ซ. 49 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",,รอรับเรื่อง,100.44901,13.6676,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,4 พระราม 2 ซ. 49 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ป้าย']",,รอรับเรื่อง,100.44901,13.6676,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ถนน,71/484 ถนน เลียบวารี แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,['ถนน'],เขตหนองจอก ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.84109,13.84007,กรุงเทพมหานคร,เขตหนองจอก,5
ถนน,", : 88/2281 ถ. พระราม 2 ซ. 69 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย",2023-05-17,"['ถนน', 'ทางเท้า']",,รอรับเรื่อง,100.42304,13.64393,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,", : 88/2281 ถ. พระราม 2 ซ. 69 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย",2023-05-17,"['ถนน', 'ทางเท้า']",,รอรับเรื่อง,100.42304,13.64393,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ถนน,53 ซอย พหลโยธิน 40 แยก 4 แขวง เสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง']","การไฟฟ้านครหลวง เขตบางเขน ส่งต่อไปยัง ฝ่ายโยธา เขตจตุจักร
เนื่องจาก ถ้า สนง.จตุจักร จะติดตั้งเพิ่มจุดไหนมาทำเรื่องให้ MEA.คิดค่าใช้จ่ายได้เลย ครับ",ส่งต่อ(ใหม่),100.57973,13.8437,กรุงเทพมหานคร,เขตจตุจักร,1
ทางเท้า,1052 ถ. พัฒนาการ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,['ทางเท้า'],แจ้งเจ้าหน้าที่ตรวจสอบแก้ไข,กำลังดำเนินการ,100.61601,13.73628,กรุงเทพมหานคร,แขวงสวนหลวง,2
ถนน,88/63 เจริญสุข 4 แยก 14 แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ถนน']",เขตลาดพร้าวรับเรื่องและส่งเรื่องให้ฝ่ายที่เกี่ยวข้องดำเนินการตรวจสอบแล้วค่ะ,กำลังดำเนินการ,100.60186,13.8387,กรุงเทพมหานคร,เขตลาดพร้าว,1
ถนน,BTS แบริ่ง เลขที่ E14 8 ถ. สุขุมวิท แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย']","ฝ่ายรักษาความสะอาด เขตบางนา
ได้ประสานกลุ่มงานกวาด ดำเนินการแก้ไขเรียบร้อยแล้วครับ",เสร็จสิ้น,100.60179,13.66113,กรุงเทพมหานคร,เขตบางนา,2
ถนน,แยกบางเขน 31 แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ถนน'],สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.) เชิญร่วมไปยัง กลุ่มงานสัญญาณไฟจราจร สวจ.สจส.,ส่งต่อ(ใหม่),100.56109,13.84792,กรุงเทพมหานคร,เขตจตุจักร,1
ทางเท้า,95 ซอย ลาดพร้าว 71 แขวง สะพานสอง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ถนน']",,รอรับเรื่อง,100.60903,13.79434,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,95 ซอย ลาดพร้าว 71 แขวง สะพานสอง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ถนน']",,รอรับเรื่อง,100.60903,13.79434,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,729 ซอย สุดประเสริฐ 8 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'สายไฟ']",ฝ่ายโยธารับทราบถึงปัญหาเรียบร้อยและจะแก้ไขปัญหาให้เร็วที่สุด  ขอขอบพระคุณสำหรับการแจ้งปัญหามา ณ ที่นี้ด้วยค่ะ,กำลังดำเนินการ,100.51526,13.70394,กรุงเทพมหานคร,เขตบางคอแหลม,0
ถนน,885 สุขุมวิท 77 แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'ถนน']",รับตรวจสอบเรื่องครับ,ส่งต่อ(ใหม่),100.70364,13.7218,กรุงเทพมหานคร,ประเวศ,2
ถนน,65 ซอย ทวีวัฒนา-กาญจนาภิเษก 2/2 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน']",ฝ่ายรักษาความสะอาดและสวนสาธารณะ สำนักงานเขตทวีวัฒนา จะตรวจสอบ พร้อมติดตามแก้ไขปัญหาในส่วนที่เกี่ยวข้องต่อไป,กำลังดำเนินการ,100.40306,13.75564,กรุงเทพมหานคร,เขตทวีวัฒนา,0
ถนน,เคหะร่มเกล้า : 26 ซอย เคหะร่มเกล้า 50 แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง', 'สอบถาม']",รับเรื่อง,กำลังดำเนินการ,100.73069,13.76419,กรุงเทพมหานคร,เขตลาดกระบัง,5
ถนน,RH73+5R กรุงเทพมหานคร ประเทศไทย,2023-05-17,"['ถนน', 'ต้นไม้']",เขตจตุจักร ส่งต่อไปยัง สำนักสิ่งแวดล้อม กทม.,ส่งต่อ(ใหม่),100.55457,13.81297,RH73+5R,,4
ทางเท้า,39 ถ. พระราม 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.44874,13.66793,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ถนน,104 ถนน บริพัตร แขวงบ้านบาตร เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ท่อระบายน้ำ', 'ถนน']",กองระบบท่อระบายน้ำอยู่ระหว่างดำเนินการตรวจสอบและแก้ไขค่ะ,ส่งต่อ(ใหม่),100.50546,13.75273,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,0
ถนน,จรัญสนิทวงศ์18 จรัญสนิทวงศ์ : 110/4 ซ. จรัญสนิทวงศ์ 18 แขวงบ้านช่างหล่อ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-17,"['ถนน', 'ป้าย', 'ทางเท้า']","เขตบางกอกน้อย ส่งต่อไปยัง สำนักการระบายน้ำ กทม.
เนื่องจาก - ส่งต่อหน่วยงานที่เกี่ยวข้องดำเนินการ",เสร็จสิ้น,100.47052,13.74436,กรุงเทพมหานคร,เขตบางกอกน้อย,0
ทางเท้า,จรัญสนิทวงศ์18 จรัญสนิทวงศ์ : 110/4 ซ. จรัญสนิทวงศ์ 18 แขวงบ้านช่างหล่อ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-17,"['ถนน', 'ป้าย', 'ทางเท้า']","เขตบางกอกน้อย ส่งต่อไปยัง สำนักการระบายน้ำ กทม.
เนื่องจาก - ส่งต่อหน่วยงานที่เกี่ยวข้องดำเนินการ",เสร็จสิ้น,100.47052,13.74436,กรุงเทพมหานคร,เขตบางกอกน้อย,0
ถนน,21 ซอย รามคำแหง 93 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['สะพาน', 'ถนน']",เขตบางกะปิ ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.64613,13.76377,กรุงเทพมหานคร,เขตบางกะปิ,4
ถนน,18/223 ซ.วัดเวฬุวนาราม 13/1 แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน']",ประสานฝ่ายเทศกิจตรวจสอบดำเนินการ,กำลังดำเนินการ,100.56578,13.92039,กรุงเทพมหานคร,เขตดอนเมือง,1
ถนน,414 ชั้น G อาคารอินทัช ถ.พหลโยธิน พญาไท กรุงเทพฯ 10400 แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ถนน'],,รอรับเรื่อง,100.54647,13.78348,กรุงเทพมหานคร,เขตพญาไท,4
ถนน,165 ถนน ฉลองกรุง แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง']",รับเรื่อง,กำลังดำเนินการ,100.78891,13.73015,กรุงเทพมหานคร,เขตลาดกระบัง,5
ถนน,39 ซอย สุพรรณิกา 1 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'น้ำท่วม']",เขตดินแดง เชิญร่วมไปยัง ฝ่ายโยธา เขตดินแดง,กำลังดำเนินการ,100.56568,13.78241,กรุงเทพมหานคร,เขตดินแดง,4
ถนน,1 ถ. ประชาพัฒนา แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['ถนน'],,รอรับเรื่อง,100.79706,13.722,กรุงเทพมหานคร,เขตลาดกระบัง,5
ทางเท้า,1 3 ซอย เพชรบุรี 7 แขวง ถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ทางเท้า'],ฝ่ายเทศกิจสำนักงานเขตราชเทวี ได้จัดเจ้าหน้าที่เทศกิจชุดสายตรวจ 252 เข้าตรวจสอบจุดร้องเรียนดังกล่าว  เบื้องต้นได้มีการกวดขันว่ากล่าวตักเตือนไม่ให้ผู้ค้าทำการค้ากีดขวางบนทางเท้า  ซึ่งทั้งนี้ ทางฝ่ายเทศกิจจะจัดเจ้าหน้าที่เทศกิจจุดสายตรวจเข้าตรวจสอบอย่างต่อเนื่องต่อไปครับ,เสร็จสิ้น,100.52799,13.75412,กรุงเทพมหานคร,เขตราชเทวี,0
ถนน,16 ถนน วิภาวดีรังสิต แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,"['ท่อระบายน้ำ', 'ความปลอดภัย', 'ถนน']",เขตจตุจักร ส่งต่อไปยัง สน.วิภาวดี งานศูนย์ควบคุมจราจรวิภาวดีรังสิต/ทางพิเศษ กก.2 บก.จร.,ส่งต่อ(ใหม่),100.56562,13.8547,กรุงเทพมหานคร,เขตจตุจักร,1
ถนน,32 ถ. สังฆสันติสุข แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,['ถนน'],เขตหนองจอก ส่งต่อไปยัง การไฟฟ้านครหลวง เขตมีนบุรี,ส่งต่อ(ใหม่),100.89368,13.84644,กรุงเทพมหานคร,เขตหนองจอก,5
ถนน,338/7 ถนน มไหสวรรย์ แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['เสนอแนะ', 'สะพาน', 'ความปลอดภัย', 'ถนน']",สำนักการจราจรขอเรียนให้ทราบว่าอยู่ระหว่างตรวจสอบสำนักการจราจรและขนส่งขอขอบคุณที่ท่านได้แจ้งปัญหาความเดือดร้อนเข้ามาจะรีบดำเนินการแก้ไข,ส่งต่อ(ใหม่),100.49582,13.69854,กรุงเทพมหานคร,เขตบางคอแหลม,0
ถนน,510 ถ. บำรุงเมือง แขวงวัดเทพศิรินทร์ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5']",สำนักการโยธา กทม. เชิญร่วมไปยัง ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ส่งต่อ(ใหม่),100.51251,13.75053,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,0
ถนน,175 ถนน แก้วเงินทอง แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,"['สายไฟ', 'ถนน']","การไฟฟ้านครหลวง เขตธนบุรี ส่งต่อไปยัง สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์และกิจการโทรคมนาคมแห่งชาติ (กสทช.)
เนื่องจาก สายสื่อสารครับ",ส่งต่อ(ใหม่),100.45071,13.77248,กรุงเทพมหานคร,เขตตลิ่งชัน,0
ทางเท้า,349/1 Moo 5 On Nuch-Lat Krabang Road Lat Krabang Khet Lat Krabang Bangkok 10520 แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['ทางเท้า'],รับเรื่อง ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.777,13.72184,กรุงเทพมหานคร,เขตลาดกระบัง,5
ถนน,ลาดพร้าว 128 ลาดพร้าว : 2 ซอย ลาดพร้าว 128 แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10312 ประเทศไทย,2023-05-17,['ถนน'],,รอรับเรื่อง,100.62762,13.77573,กรุงเทพมหานคร,เขตวังทองหลาง,4
ถนน,แยกสวนหลวง(ตลาดเอี่ยมสมบัติ) แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ถนน', 'ป้าย']",เขตสวนหลวง ส่งต่อไปยัง สน.พระโขนง,ส่งต่อ(ใหม่),100.64337,13.71366,กรุงเทพมหานคร,แขวงสวนหลวง,2
ถนน,ซอย พัฒนาการ 65 ถ. พัฒนาการ แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ถนน', 'ความปลอดภัย']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.65965,13.72631,กรุงเทพมหานคร,ประเวศ,2
ทางเท้า,128 ถนน พระรามสอง แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.43926,13.66413,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,MC7Q+JPF แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",,รอรับเรื่อง,100.43926,13.66403,กรุงเทพมหานคร,เขตบางขุนเทียน,3
ทางเท้า,เลขที่ 160 เซ็นทรัลพระราม 2 ชั้น 3 หมู่บ้าน เซ็นทรัล แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.43934,13.66362,กรุงเทพมหานคร,เขตบางขุนเทียน,3
