type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district
เสียงรบกวน,339/1 พระราม 9 ซอย 11 แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['เสนอแนะ', 'เสียงรบกวน']",เขตห้วยขวาง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.58395,13.75595,กรุงเทพมหานคร,เขตห้วยขวาง
สะพาน,PCQX+32V แยกบางแวก ถ. บางแวก แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'สัตว์จรจัด']",อยู่ระหว่างตรวจาสอบและประสานหน่วยงานที่เกี่ยวข้อง,ส่งต่อ(ใหม่),100.44757,13.73769,กรุงเทพมหานคร,เขตภาษีเจริญ
สัตว์จรจัด,PCQX+32V แยกบางแวก ถ. บางแวก แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'สัตว์จรจัด']",อยู่ระหว่างตรวจาสอบและประสานหน่วยงานที่เกี่ยวข้อง,ส่งต่อ(ใหม่),100.44757,13.73769,กรุงเทพมหานคร,เขตภาษีเจริญ
ต้นไม้,2 ซอย นวมินทร์ 14 แยก 21 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ทางเท้า']",,รอรับเรื่อง,100.64849,13.77676,กรุงเทพมหานคร,เขตบางกะปิ
ทางเท้า,2 ซอย นวมินทร์ 14 แยก 21 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ทางเท้า']",,รอรับเรื่อง,100.64849,13.77676,กรุงเทพมหานคร,เขตบางกะปิ
ถนน,324 ซ. สุขุมวิท 55 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['ถนน'],,รอรับเรื่อง,100.5835,13.7319,กรุงเทพมหานคร,เขตวัฒนา
ทางเท้า,57 ถนน เพชรพระราม แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตห้วยขวาง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.59751,13.74507,กรุงเทพมหานคร,เขตห้วยขวาง
ป้าย,บิ๊กซีการเคหะพระราม2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ป้าย'],,รอรับเรื่อง,100.42019,13.65012,กรุงเทพมหานคร,เขตบางขุนเทียน
ถนน,อย 15 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'สายไฟ']",📣🙏 ฝ่ายโยธา ได้รับเรื่องร้องเรียนของท่านแล้ว ต้องขอขอบคุณสำหรับการแจ้งข้อมูลผ่านระบบ Traffy Fondue (ฟองดูว์)  เรื่องร้องเรียนของท่านอยู่ระหว่างดำเนินการตรวจสอบเพื่อดำเนินการแก้ไขโดยด่วนต่อไปค่ะ,กำลังดำเนินการ,100.55859,13.7422,กรุงเทพมหานคร,เขตวัฒนา
ทางเท้า,อย 15 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'สายไฟ']",📣🙏 ฝ่ายโยธา ได้รับเรื่องร้องเรียนของท่านแล้ว ต้องขอขอบคุณสำหรับการแจ้งข้อมูลผ่านระบบ Traffy Fondue (ฟองดูว์)  เรื่องร้องเรียนของท่านอยู่ระหว่างดำเนินการตรวจสอบเพื่อดำเนินการแก้ไขโดยด่วนต่อไปค่ะ,กำลังดำเนินการ,100.55859,13.7422,กรุงเทพมหานคร,เขตวัฒนา
สายไฟ,อย 15 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'สายไฟ']",📣🙏 ฝ่ายโยธา ได้รับเรื่องร้องเรียนของท่านแล้ว ต้องขอขอบคุณสำหรับการแจ้งข้อมูลผ่านระบบ Traffy Fondue (ฟองดูว์)  เรื่องร้องเรียนของท่านอยู่ระหว่างดำเนินการตรวจสอบเพื่อดำเนินการแก้ไขโดยด่วนต่อไปค่ะ,กำลังดำเนินการ,100.55859,13.7422,กรุงเทพมหานคร,เขตวัฒนา
สะพาน,64 ถนน รามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['สะพาน', 'ความปลอดภัย']",เขตบางกะปิ ส่งต่อไปยัง กระทรวงพัฒนาสังคมและความมั่นคงของมนุษย์,ส่งต่อ(ใหม่),100.61516,13.75799,กรุงเทพมหานคร,เขตบางกะปิ
ความปลอดภัย,64 ถนน รามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['สะพาน', 'ความปลอดภัย']",เขตบางกะปิ ส่งต่อไปยัง กระทรวงพัฒนาสังคมและความมั่นคงของมนุษย์,ส่งต่อ(ใหม่),100.61516,13.75799,กรุงเทพมหานคร,เขตบางกะปิ
ทางเท้า,9 ถ. รัชดาภิเษก แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ทางเท้า'],ฝ่ายเทศกิจ เขตดินแดง ส่งต่อไปยัง ฝ่ายเทศกิจ เขตห้วยขวาง,ส่งต่อ(ใหม่),100.574,13.7894,กรุงเทพมหานคร,เขตดินแดง
สะพาน,8 ซอย ข้างโรงเรียนประชาบำรุง แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'คลอง']","ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,100.36309,13.68576,กรุงเทพมหานคร,เขตหนองแขม
คลอง,8 ซอย ข้างโรงเรียนประชาบำรุง แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'คลอง']","ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,100.36309,13.68576,กรุงเทพมหานคร,เขตหนองแขม
กีดขวาง,23-25 ถ. เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['กีดขวาง'],เจ้าหน้าที่ตรวจสอบครับ,กำลังดำเนินการ,100.43398,13.71251,กรุงเทพมหานคร,เขตภาษีเจริญ
ถนน,586/4 ถ. สุขุมวิท แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",เขตพระโขนง เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตพระโขนง,กำลังดำเนินการ,100.60474,13.69826,กรุงเทพมหานคร,เขตบางนา
กีดขวาง,586/4 ถ. สุขุมวิท แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",เขตพระโขนง เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตพระโขนง,กำลังดำเนินการ,100.60474,13.69826,กรุงเทพมหานคร,เขตบางนา
ถนน,สายไหม 11 สายไหม : WJCR+V22 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,['ถนน'],เขตสายไหม เชิญร่วมไปยัง ฝ่ายรักษาความสะอาดฯ เขตสายไหม,กำลังดำเนินการ,100.63991,13.92218,กรุงเทพมหานคร,เขตสายไหม
ทางเท้า,11 ซอย เจริญนคร แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['ทางเท้า'],กำลังตรวจสอบ,กำลังดำเนินการ,100.50829,13.72592,กรุงเทพมหานคร,เขตคลองสาน
ถนน,3037 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายโยธา เขตบางกะปิ,กำลังดำเนินการ,100.63516,13.77189,กรุงเทพมหานคร,เขตบางกะปิ
คลอง,3037 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายโยธา เขตบางกะปิ,กำลังดำเนินการ,100.63516,13.77189,กรุงเทพมหานคร,เขตบางกะปิ
ถนน,78/9 ถ. พระราม ๒ แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย']",เขตจอมทอง ส่งต่อไปยัง แขวงทางหลวงธนบุรี กรมทางหลวง,ส่งต่อ(ใหม่),100.4649,13.67816,กรุงเทพมหานคร,เขตจอมทอง
ความปลอดภัย,78/9 ถ. พระราม ๒ แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'ความปลอดภัย']",เขตจอมทอง ส่งต่อไปยัง แขวงทางหลวงธนบุรี กรมทางหลวง,ส่งต่อ(ใหม่),100.4649,13.67816,กรุงเทพมหานคร,เขตจอมทอง
PM2.5,10 ถนน สมเด็จพระเจ้าตากสิน แขวงดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['PM2.5'],รับทราบปัญหาค่ะ สำนักงานเขตธนบุรี จักให้เจ้าหน้าที่ดำเนินการในส่วนที่เกี่ยวข้องและจะรายงานผลให้ทราบต่อไป,กำลังดำเนินการ,100.4844,13.70244,กรุงเทพมหานคร,เขตธนบุรี
ถนน,128 แขวง ดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['ถนน'],เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.47873,13.71285,กรุงเทพมหานคร,เขตธนบุรี
ถนน,228 ซอย คลองประปา แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน', 'กีดขวาง']",ฝ่ายเทศกิจ เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.53433,13.81076,กรุงเทพมหานคร,เขตบางซื่อ
ร้องเรียน,228 ซอย คลองประปา แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน', 'กีดขวาง']",ฝ่ายเทศกิจ เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.53433,13.81076,กรุงเทพมหานคร,เขตบางซื่อ
กีดขวาง,228 ซอย คลองประปา แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน', 'กีดขวาง']",ฝ่ายเทศกิจ เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.53433,13.81076,กรุงเทพมหานคร,เขตบางซื่อ
ถนน,396 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'กีดขวาง']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตบางกะปิ,ส่งต่อ(ใหม่),100.63651,13.77236,กรุงเทพมหานคร,เขตบางกะปิ
คลอง,396 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'กีดขวาง']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตบางกะปิ,ส่งต่อ(ใหม่),100.63651,13.77236,กรุงเทพมหานคร,เขตบางกะปิ
กีดขวาง,396 ถ. ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'กีดขวาง']",เขตบางกะปิ เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตบางกะปิ,ส่งต่อ(ใหม่),100.63651,13.77236,กรุงเทพมหานคร,เขตบางกะปิ
ถนน,"376, Soi Thoet Thai 33, Thoet Thai Road, Khwaeng Dao Khanong, Khet Thonburi, Bangkok, 10600, แขวงดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย",2023-05-17,['ถนน'],เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.47682,13.71413,กรุงเทพมหานคร,เขตธนบุรี
สะพาน,24 เทียนทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['สะพาน'],ดำเนินการตรวจสอบให้ครับ,กำลังดำเนินการ,100.43999,13.56896,กรุงเทพมหานคร,เขตบางขุนเทียน
ถนน,แยกรัชดา-ราชพฤกษ์ 369/2 ถ. ราชพฤกษ์ แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร', 'ความปลอดภัย']",เขตธนบุรี ส่งต่อไปยัง สน.บุคคโล,ส่งต่อ(ใหม่),100.47827,13.71539,กรุงเทพมหานคร,เขตธนบุรี
จราจร,แยกรัชดา-ราชพฤกษ์ 369/2 ถ. ราชพฤกษ์ แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร', 'ความปลอดภัย']",เขตธนบุรี ส่งต่อไปยัง สน.บุคคโล,ส่งต่อ(ใหม่),100.47827,13.71539,กรุงเทพมหานคร,เขตธนบุรี
ความปลอดภัย,แยกรัชดา-ราชพฤกษ์ 369/2 ถ. ราชพฤกษ์ แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร', 'ความปลอดภัย']",เขตธนบุรี ส่งต่อไปยัง สน.บุคคโล,ส่งต่อ(ใหม่),100.47827,13.71539,กรุงเทพมหานคร,เขตธนบุรี
ถนน,181/141 หมู่ที่ 11 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร แขวง นวมินทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตบึงกุ่ม ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.6475,13.80465,กรุงเทพมหานคร,บึงกุ่ม
สายไฟ,QHMH+JXG ซอย รัชดาภิเษก 18 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['สายไฟ'],"การไฟฟ้านครหลวง เขตสามเสน ส่งต่อไปยัง สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์และกิจการโทรคมนาคมแห่งชาติ (กสทช.)
เนื่องจาก สายที่รกรุงรังเป็นสายของหน่วยการสื่อสารหลายๆ หน่วยที่รังเสาไฟฟ้า ซึ่งส่วนใหญ่ไม่ได้ใช้งานแต่หน่วยงานสื่อสารไม่ได้รื้อออก กฟน.เคยมีหนังสือแจ้งให้เข้าดำเนินการแล้ว หน่วยงานสื่อสารอยู่ในการกำกับดูแล ของ กสทช. และสามารถบังคับให้รื้อสายที่ไม่ใช้งานได้ ขอส่งต่อให้ กสทช. ดำเนินการ

    อนึ่งใน ซ.รัชดา 18 มีโครงการที่จะนาเสาสายไฟฟ้า ลงดิน ภายในปี 2567 อยู่แล้ว",ส่งต่อ(ใหม่),100.57985,13.78402,กรุงเทพมหานคร,เขตห้วยขวาง
ทางเท้า,1949 ซ. พหลโยธิน แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ทางเท้า'],เขตจตุจักร ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.57285,13.8353,กรุงเทพมหานคร,เขตจตุจักร
ความสะอาด,อาคารชิโน ไทย แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ป้าย']",,รอรับเรื่อง,100.56147,13.7374,กรุงเทพมหานคร,เขตวัฒนา
ป้าย,อาคารชิโน ไทย แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ป้าย']",,รอรับเรื่อง,100.56147,13.7374,กรุงเทพมหานคร,เขตวัฒนา
ทางเท้า,390 ซอย อมร แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ป้าย']",จะดำเนินการตรวจสอบให้,กำลังดำเนินการ,100.54395,13.70725,กรุงเทพมหานคร,เขตยานนาวา
ป้าย,390 ซอย อมร แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ป้าย']",จะดำเนินการตรวจสอบให้,กำลังดำเนินการ,100.54395,13.70725,กรุงเทพมหานคร,เขตยานนาวา
ทางเท้า,MC9V+Q97 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.44345,13.66941,กรุงเทพมหานคร,เขตบางขุนเทียน
ทางเท้า,1146/7 ถ. พหลโยธิน แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ทางเท้า'],"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.5609,13.81421,กรุงเทพมหานคร,เขตจตุจักร
ถนน,131 ซอย นวมินทร์ 101 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตบึงกุ่ม ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.64732,13.80417,กรุงเทพมหานคร,เขตบึงกุ่ม
ถนน,24 2 ซอย ท่าข้าม 14 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",,รอรับเรื่อง,100.44224,13.65038,กรุงเทพมหานคร,เขตบางขุนเทียน
กีดขวาง,24 2 ซอย ท่าข้าม 14 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",,รอรับเรื่อง,100.44224,13.65038,กรุงเทพมหานคร,เขตบางขุนเทียน
จราจร,458 ถนน รัชดาภิเษก แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['จราจร'],เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.57501,13.80527,กรุงเทพมหานคร,เขตจตุจักร
ถนน,40 ซอย นวมินทร์ 97 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตบึงกุ่ม ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.64779,13.80268,กรุงเทพมหานคร,เขตบึงกุ่ม
ถนน,รามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร : 172 ถ. รามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,['ถนน'],เขตบางเขน เชิญร่วมไปยัง ฝ่ายโยธา เขตบางเขน,กำลังดำเนินการ,100.62646,13.8579,กรุงเทพมหานคร,เขตบางเขน
น้ำท่วม,73/67 เจริญพัฒนา 4 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['น้ำท่วม', 'ท่อระบายน้ำ']",รับทราบปัญหาตรวจสอบ จุดบริเวณเรื่องแจ้งดังกล่าว ดำเนินการแก้ไข ต่อไป,ศึกษาปัญหา,100.71568,13.8353,กรุงเทพมหานคร,เขตคลองสามวา
ท่อระบายน้ำ,73/67 เจริญพัฒนา 4 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['น้ำท่วม', 'ท่อระบายน้ำ']",รับทราบปัญหาตรวจสอบ จุดบริเวณเรื่องแจ้งดังกล่าว ดำเนินการแก้ไข ต่อไป,ศึกษาปัญหา,100.71568,13.8353,กรุงเทพมหานคร,เขตคลองสามวา
กีดขวาง,2264 ซอย เจริญกรุง 80 แขวง บางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ทางเท้า']",จนท.ตรวจสอบ ดำเนินการ,กำลังดำเนินการ,100.50024,13.70035,กรุงเทพมหานคร,เขตบางคอแหลม
ทางเท้า,2264 ซอย เจริญกรุง 80 แขวง บางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ทางเท้า']",จนท.ตรวจสอบ ดำเนินการ,กำลังดำเนินการ,100.50024,13.70035,กรุงเทพมหานคร,เขตบางคอแหลม
ถนน,818 ถนน นวมินทร์ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],อยู่ระหว่างการตรวจสอบ,ส่งต่อ(ใหม่),100.6481,13.80207,กรุงเทพมหานคร,เขตบึงกุ่ม
ถนน,5 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ต้นไม้', 'ร้องเรียน']",สำนักงานเขตสะพานสูงรับเรื่องพร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.69887,13.75421,กรุงเทพมหานคร,เขตสะพานสูง
ต้นไม้,5 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ต้นไม้', 'ร้องเรียน']",สำนักงานเขตสะพานสูงรับเรื่องพร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.69887,13.75421,กรุงเทพมหานคร,เขตสะพานสูง
ร้องเรียน,5 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ต้นไม้', 'ร้องเรียน']",สำนักงานเขตสะพานสูงรับเรื่องพร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.69887,13.75421,กรุงเทพมหานคร,เขตสะพานสูง
ป้าย,518/5 ถนน เพลินจิต แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,['ป้าย'],เขตปทุมวัน ส่งต่อไปยัง องค์การขนส่งมวลชนกรุงเทพ (ขสมก.),ส่งต่อ(ใหม่),100.54218,13.74413,กรุงเทพมหานคร,เขตปทุมวัน
สะพาน,24 เทียนทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['สะพาน'],"ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,100.43999,13.56896,กรุงเทพมหานคร,เขตบางขุนเทียน
ป้าย,101 ถ. พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",เจ้าหน้าที่เทศกิจชัดสายตรวจ 254 ลงพื้นที่ดังกล่าว พบป้ายตั้งวางบนทางฟุตบาท เจ้าหน้าที่ได้กวดขันและประชาสัมพันธ์ และว่ากล่าวตักเตือน มิให้ผู้ประกอบการร้านนวดให้ทราบว่า ห้ามตั้งวางสิ่งของในที่สาธารณะ ตามนโยบายของกรุงเทพมหานคร,เสร็จสิ้น,100.53248,13.75417,กรุงเทพมหานคร,เขตราชเทวี
ทางเท้า,101 ถ. พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,"['ป้าย', 'ทางเท้า']",เจ้าหน้าที่เทศกิจชัดสายตรวจ 254 ลงพื้นที่ดังกล่าว พบป้ายตั้งวางบนทางฟุตบาท เจ้าหน้าที่ได้กวดขันและประชาสัมพันธ์ และว่ากล่าวตักเตือน มิให้ผู้ประกอบการร้านนวดให้ทราบว่า ห้ามตั้งวางสิ่งของในที่สาธารณะ ตามนโยบายของกรุงเทพมหานคร,เสร็จสิ้น,100.53248,13.75417,กรุงเทพมหานคร,เขตราชเทวี
ถนน,10 ถ. คลองทวีวัฒนา แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",เจ้าหน้าที่เทศกิจตรวจสอบแล้วพบว่ามีการวางของจริงจึงได้ขอความร่วมมือให้แก้ไขโดยการนำสิ่งของออกจากถนนแล้วครับ,เสร็จสิ้น,100.36474,13.7245,กรุงเทพมหานคร,เขตหนองแขม
