type,org,description,ticket_id,coords,photo_url,after_photo,address,timestamp,problem_type_abdul,star,count_reopen,note,state,last_activity
สะพาน,กรุงเทพมหานคร,"สะพานวัดหลัก 3  ข้างโรงเรียนประชาบำรุง หนองแขม
สภาพสะพานเก่า ชำรุดทรุดโทรม มีไม้ผุ หัก ตะปูหลุด
หลายจุด บางจุดไม้หักจนสามารถหย่อนขาลงไปได้
เวลาฝนตกยิ่งหนัก ประชาชนไม่สามารถใช้สะพานได้เลย
เพราะไม้ลื่นมาก ทางลงอีกฝั่งก็หักศอก คนไม่คุ้นเคย
ประสบอุบัติเหตุกันหลาย",2023-D6KNBQ,"['100.43999', '13.56896']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/322987fa70918d7e0ed40c37eeadcba8dee56a28.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684394754803.jpeg,24 เทียนทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17 09:55:19.007458+00,['สะพาน'],,0,"ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,2023-05-18 07:25:55.341717+00
"ป้าย,ทางเท้า",กรุงเทพมหานคร,ป้ายร้านค้าวางขวางทางเดินเท้า,2023-E9MFPE,"['100.53248', '13.75417']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/84d2ac5f0b4048a73ab8d64adf7e8b433b006d27.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684342318860.jpeg,101 ถ. พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17 09:54:53.144384+00,"['ป้าย', 'ทางเท้า']",5,0,เจ้าหน้าที่เทศกิจชัดสายตรวจ 254 ลงพื้นที่ดังกล่าว พบป้ายตั้งวางบนทางฟุตบาท เจ้าหน้าที่ได้กวดขันและประชาสัมพันธ์ และว่ากล่าวตักเตือน มิให้ผู้ประกอบการร้านนวดให้ทราบว่า ห้ามตั้งวางสิ่งของในที่สาธารณะ ตามนโยบายของกรุงเทพมหานคร,เสร็จสิ้น,2023-05-17 16:51:59.693238+00
"ถนน,กีดขวาง",กรุงเทพมหานคร,ถนนมีของวางออกมาล้ำ กีดขวางการจราจร,2023-66QC2C,"['100.36474', '13.72450']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/047bee4115abe7474bacdc52cf03baa01d671c9d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684381832413.jpeg,10 ถ. คลองทวีวัฒนา แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17 09:50:55.29817+00,"['ถนน', 'กีดขวาง']",,0,เจ้าหน้าที่เทศกิจตรวจสอบแล้วพบว่ามีการวางของจริงจึงได้ขอความร่วมมือให้แก้ไขโดยการนำสิ่งของออกจากถนนแล้วครับ,เสร็จสิ้น,2023-05-18 03:50:34.192543+00
"ทางเท้า,ความปลอดภัย",กรุงเทพมหานคร,เห็นน้องๆ วัยรุ่นมาตั้งเต็นขายน้ำกระท่อม ดูแล้วไม่น่าจะใช่ที่ขายของนะ น่าจะอยุ่ในทางเท้า รถผ่านไปมาอันตรายอยู่นะ,2023-GXY296,"['100.72189', '13.87654']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/6c631fdec4037a6c39f13e8fa116896d8374b3b1.jpg,,6 ซอย หทัยราษฎร์ 37 แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17 09:47:17.483083+00,"['ทางเท้า', 'ความปลอดภัย']",,0,กำลังดำเนินการตรวจสอบ,กำลังดำเนินการ,2023-05-18 03:08:56.235005+00
"ความปลอดภัย,ถนน",กรุงเทพมหานคร,"คอสะพานถนนคู่ขนานทรุดตัว
ทั้งขาขึ้น และขาลง

อยากให้ปรับปรุงเสริมบริเวณคอสะพาน เพื่อความปลอดภัยของผู้ใช้ถนน

ขอบคุณครับ",2023-6PPBED,"['100.48028', '13.71627']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/6ad5ba6516089267564f1da80dfcf69616de377d.jpg,,644 ถนน รัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17 09:45:12.720421+00,"['ความปลอดภัย', 'ถนน']",,0,เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-17 09:46:49.707693+00
,กรุงเทพมหานคร,กฏระเบียบทรงผมและกฏโรงเรียนบางอย่างของผอ.คนใหม่โรงเรียนโยธินบูรณะ2ค่ะ,2023-GLYHXB,"['100.52904', '13.83340']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/58a5a0cf13565cd96471f7afc31b0850e3fbc82e.jpg,,279/1 กรุงเทพนนทบุรี แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17 09:44:02.044603+00,[''],,0,เขตบางซื่อ ส่งต่อไปยัง กระทรวงศึกษาธิการ,ส่งต่อ(ใหม่),2023-05-18 02:05:16.419221+00
"ความสะอาด,สะพาน,ถนน",กรุงเทพมหานคร,"ปัญหา : ประชาชนแจ้งว่า มีร้านขายลูกชิ้นปลา มักจะเทน้ำเสียและสิ่งปฏิกูลลงท่อแล้วส่งกลิ่นเหม็น และมีน้ำขังในท่อ ขอให้ดำเนินการตรวจสอบและแก้ไขปัญหา
จุดสังเกต : ร้าน เจียง ลูกชิ้นปลา สาขาลุมพินี ซอย สะพานคู่ เข้าซอยไปประมาณ 100 ม. จะเจอร้านอยู่ขวามือ เขตสาทร
ซอย : สะพานคู่ 
ถนน : พระรามที่ 4
เขต :  สาทร
#1555",LP632L,"['100.54858', '13.72348']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684316483124.jpeg,,สะพานคู่  พระรามที่ 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร : PGFX+9CP ซอย สะพานคู่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17 09:41:24.916022+00,"['ความสะอาด', 'สะพาน', 'ถนน']",,0,ประสานฝ่ายสิ่งแวดล้อมฯ เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,2023-05-18 01:36:07.271611+00
ทางเท้า,กรุงเทพโปร่งใส,,,"['100.57647', '13.80283']",https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo_after2.png,,2023-05-17 09:41:23.146762+00,['ทางเท้า'],,0,,รอรับเรื่อง,2023-05-17 09:41:23.136053+00
"PM2.5,คลอง",กรุงเทพมหานคร,ถนนหลวงแพ่ง ช่วงบริเวณตลาดเทิดไท แขวงขุมทอง เขตลาดกระบัง กทม. มีฝุ่นจำนวนมาก โดยเฉพาะช่วงวันที่มีตลาดนัดคลองถมในพื้นที่ตลาดเทิดไทซึ่งจะมีทุกวัน จันทร์ วันพุธ วันเสาร์ จะมีฝุ่นออกมาจากทางเข้า-ออกตลาดเทิดไทอย่างมากค่ะ,2023-F4Y7TW,"['100.85217', '13.69714']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/519f9cba4a15c02bb44602c8f9521b4af9f440ef.jpg,,388 ตลาดเทิดไท 1 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17 09:40:17.305484+00,"['PM2.5', 'คลอง']",,0,รับเรื่องประสานเจ้าหน้าที่,กำลังดำเนินการ,2023-05-18 00:28:05.582253+00
ความปลอดภัย,กรุงเทพมหานคร,มีเด็กนักเรียนมาเดินขายของบนถนนเลียบทางรถไฟ อันตราย,2023-DEKRBK,"['100.59290', '13.90522']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/a05ae5eeca1123785e59690151591479f3d0db87.jpg,,Donmueang Airport  (Gate 8) แขวง สนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17 09:39:59.120161+00,['ความปลอดภัย'],,0,สำนักงานเขตดอนเมือง รับทราบเรื่อง และประสานฝ่ายเทศกิจตรวจสอบต่อไปค่ะ,กำลังดำเนินการ,2023-05-18 02:59:51.588249+00
"ท่อระบายน้ำ,ทางเท้า,ความปลอดภัย",กรุงเทพมหานคร,ฝาท่อ และบริเวณฟุตบาทชำรุด อันตรายต่อผู้ใช้เส้นทาง,2023-4GBA37,"['100.38810', '13.65154']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/c22822c15dd1bcd84d0681f50fe5ddc0dcaa28b7.jpg,,M92Q+J66 บางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17 09:37:39.529625+00,"['ท่อระบายน้ำ', 'ทางเท้า', 'ความปลอดภัย']",,0,เขตบางบอน ส่งต่อไปยัง กรมทางหลวง,ส่งต่อ(ใหม่),2023-05-17 10:11:29.390771+00
ถนน,กรุงเทพมหานคร,"ปัญหา : ประชาชนแจ้งว่า หมู่บ้านแลนด์แอนด์เฮ้าส์ เป็นพื้นที่ส่วนบุคคล แจ้งว่าเป็นหมู่บ้านที่อยู่อาศัย แต่จะมีการก่อสร้างเป็นตึกหอพักคอนโดขึ้นมา ประชาชนอยากให้เจ้าหน้าที่ลงพื้นที่ตรวจสอบว่าสามารถปลูกสร้างได้หรือไม่ และอยากให้ทำการห้ามสร้างหอพักนี้ เพราะพื้นที่ที่จะปลูกสร้างนี้อยู่ในหมู่บ้านที่ปลูกเป็นที่พักอาศัยเท่านั้น เกรงจะเกิดการรบกวนสร้างความรำคาญให้กับประชาชนในหมู่บ้าน
จุดเกิดเหตุ : จากปากซอยรามคำแหง 114 แยก 8 ประมาณ จากถนนรามคำแหงประมาณ350เมตร และ จากแยก8 ประมาณ 50 เมตร
บ้านเลขที่ : ตรงข้ามบ้านเลขที่12
ซอย : รามคำแหง114 แยก8
ถนน : รามคำแหง(สุขาภิบาล3เก่า)
แขวง : สะพานสูง
เขต : สะพานสูง
#1555",EAHCLD,"['100.67984', '13.77643']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684316239854.jpeg,,9 ซอย รามคำแหง 118 แยก 8 แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17 09:37:21.231306+00,['ถนน'],,0,สำนักงานเขตสะพานสูงรับเรื่องพร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,2023-05-17 13:04:19.305731+00
ความปลอดภัย,กรุงเทพมหานคร,"ฝาท่อระบายน้ำในซอย สายไหม 50  แตก 
เป็นอันตรายต่อประชาชนและผู้ใช้รถสัญจรอย่างมาก",2023-LFWMDF,"['100.65604', '13.91848']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1dc492e62cb5d7e79dcb7c28a4e04736dd1b7b64.jpg,,11 ซอย สายไหม 50 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17 09:36:31.679394+00,['ความปลอดภัย'],,0,,รอรับเรื่อง,2023-05-18 02:03:43.579765+00
"สะพาน,ถนน,กีดขวาง",กรุงเทพมหานคร,"ปัญหา : ร้านรับซื้อของเก่ามิตรอารีย์ มีรถหกล้อรับซื้อของเก่า จอดรถลงของกีดขวางการจราจร ขอให้เจ้าหน้าที่ดำเนินการตรวจสอบและแก้ไข
จุดเกิดเหตุ : ร้านมิตรอารีย์ ตรงสะพานปรีดีย์
ซอย : สุขุมวิท71
ถนน : สุขุมวิท
เขต : สวนหลวง
#1555",ZN3KD9,"['100.59870', '13.73898']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684316187457.jpeg,,สุขุมวิท 71 สุขุมวิท : 1173 ถ. สุขุมวิท 71 แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17 09:36:28.873392+00,"['สะพาน', 'ถนน', 'กีดขวาง']",,0,เขตสวนหลวง ส่งต่อไปยัง สน.คลองตัน,ส่งต่อ(ใหม่),2023-05-18 01:57:18.088306+00
ถนน,กรุงเทพมหานคร,ถนนที่ลงจากทางด่วนมายังเส้นพระรามเก้า เลนขวาสุดเป็นเนิน,2023-BF6ENV,"['100.56854', '13.75293']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/81e3fa84b04fc86a1f9583143c69b4d1720a109b.jpg,,QH39+2CX แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17 09:35:05.379171+00,['ถนน'],,0,เขตห้วยขวาง ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-17 10:32:29.201223+00
"ถนน,ป้าย,ความสะอาด",กรุงเทพมหานคร,"ปัญหา: ประชาชนแจ้งมาว่ามีขยะเกลื่อนเต็มถนนไปหมดถนน2เลนรถวิ่งได้เลนเดียว โดยมีคนนำขยะในละแวกนั้นมาพักไว้ตรงนั้นเพื่อรอรถขยะมาเก็บ ประชาชนต้องการให้นำออกไปเพราะมีป้ายบอกว่าห้ามทิ้งขยะ แต่ยังมีฝ่าฝืนจนกอง ขอให้ดำเนินการตรวจสอบและแก้ไขปัญหา
เลขรับแจ้งก่อนหน้านี้:ND7WZ
สถานะ เสร็จสิ้น แต่จริงๆแล้วปัญหายังมีเหมือนเดิม
//ยินดีให้เจ้าหน้าที่ติดต่อกลับได้//
จุดเกิเหตุ:  ในซอยเจริญกรุง 91 แขวงวัดพระยาไกร เขตบางคอแหลม
ซอย: เจริญกรุง 91
ถนน: เจริญกรุง
เขต: บางคอแหลม
#1555",UWLCRX,"['100.50666', '13.70325']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684315933300.jpeg,,เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร : 444/43 ซอย เจริญกรุง 91 แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17 09:32:14.822416+00,"['ถนน', 'ป้าย', 'ความสะอาด']",,0,ขอบคุณสำหรับการแจ้งข้อมูลค่ะ  จะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว  และจะรายงานผลให้ทราบอีกครั้งค่ะ  ขออภัยในความไม่สะดวกมา  ณ  ที่นี้ด้วยค่ะ,กำลังดำเนินการ,2023-05-18 02:07:26.011486+00
กีดขวาง,กรุงเทพมหานคร,67-8313. จอดกีดขวาง​  สร้างปัญหา​,2023-E4WC4U,"['100.36365', '13.71977']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/14ed724f98d5b4a369caba86e2579d84ec8a7754.jpg,,104 ถนน พุทธมณฑลสาย ๓ แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17 09:28:09.18544+00,['กีดขวาง'],,0,เขตหนองแขม ส่งต่อไปยัง สน.หนองค้างพลู,ส่งต่อ(ใหม่),2023-05-17 10:13:46.358608+00
น้ำท่วม,กรุงเทพมหานคร,ขอความช่วยเหลือให้ทีมงานขูดลอกท่อก่อนฝนตกค่ะ เพราะน้ำท่วมขังทุกครั้งค่ะ ขอบพระคุณมากค่ะ,2023-8M3TY3,"['100.63012', '13.77933']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/28b27bf4d10462b7f837f6bb60e06918a06028ba.jpg,,58 ซอย ลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17 09:24:11.47338+00,['น้ำท่วม'],,0,,รอรับเรื่อง,2023-05-17 09:24:11.460195+00
"ต้นไม้,ถนน,คลอง",กรุงเทพมหานคร,"ปัญหา: มีต้นไม้ใหญ่ข้างหมู่บ้านมีไม้กิ่งเลื่อยข้ามกำแพงรั้วหมู่บ้านเข้ามา // นิติบุคคลของหมู่บ้านกลัวลูกบ้านจะเดือนร้อน // ขอให้เจ้าหน้าที่ตัดกิ่งไม้ให้เรียบร้อย
จุดเกิดเหตุ: หมู่บ้านกรานต์วดี พุทธมณฑลสาย 3 ติดกับคลองบางไผ่
ถนน: พุทธมณฑลสาย 3
เขต: บางแค
#1555",E6TAH4,"['100.36400', '13.74109']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684315400856.jpeg,,หมู่บ้านกรานต์วดี พุทธมณฑลสาย 3 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17 09:23:22.065904+00,"['ต้นไม้', 'ถนน', 'คลอง']",,0,ฝ่ายรักษาฯ ตรวจสอบ,กำลังดำเนินการ,2023-05-17 09:37:25.440816+00
ท่อระบายน้ำ,กรุงเทพมหานคร,ฝาท่อกลบไม่เรียบร้อยและกระเบื้องบาทวิถีกระดก กรุณาซ่อมแซม,2023-7A9GRD,"['100.56187', '13.73971']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/2f8861f9b26109e81c197bd6feb1fb3eded0fd93.jpg,,"ตึกชิโนทัย,ตรงข้ามตลาดอโศก แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย",2023-05-17 09:20:42.411714+00,['ท่อระบายน้ำ'],,0,เขตวัฒนา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-17 09:59:07.666966+00
จราจร,กรุงเทพมหานคร,รถแทกซี่จอดรอรับผู้โดยสารยาวตรงใต้บีทีเอสหลักสองฝั่งปั้มshellยาวทำให้การจราจรติดขัดทั้งๆที่มีป้ายห้ามจอด,2023-BBVFGF,"['100.40942', '13.71083']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/13ac862bea2143a061ec27626a7640adf09f32cf.jpg,,13 ซ. เพชรเกษม 82 แขวง บางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17 09:20:34.174644+00,['จราจร'],,0,เขตบางแค ส่งต่อไปยัง สน.หลักสอง,ส่งต่อ(ใหม่),2023-05-17 09:39:11.552237+00
,กรุงเทพมหานคร,อยากท่านชัชชาติแถลงผลงานที่ได้ทำไปแล้ว สำเร็จ ระหว่างดำเนินการ และจะดำเนินการครับ,2023-BEFKZB,"['100.54154', '13.68921']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/b549c49e031362d4cafc5011af515c297b8f899f.jpg,,212 ซอย หมู่บ้านธนาพัฒน์เฮ้าส์ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17 09:19:32.860506+00,[''],,0,เขตยานนาวา ส่งต่อไปยัง สำนักงานเลขานุการปลัดกรุงเทพมหานคร (สลป.),ส่งต่อ(ใหม่),2023-05-17 12:26:37.93306+00
"สะพาน,ความปลอดภัย",กรุงเทพมหานคร,"สะพานวัดหลัก 3  ข้างโรงเรียนประชาบำรุง หนองแขม
สภาพสะพานเก่า ชำรุดทรุดโทรม มีไม้ผุ หัก ตะปูหลุด
หลายจุด บางจุดไม้หักจนสามารถหย่อนขาลงไปได้
เวลาฝนตกยิ่งหนัก ประชาชนไม่สามารถใช้สะพานได้เลย
เพราะไม้ลื่นมาก ทางลงอีกฝั่งก็หักศอก คนไม่คุ้นเคย
ประสบอุบัติเหตุกันหลายเคส ลำบากเจ้าของบ้านด้วย
ทั้งหมดทั้งมวลอันตรายแก่ผู้สัญจร วันละหลายร้อยชีวิต 

ไอซ์จะยื่นเรื่องประสานงาน ส.ก. และเขตหนองแขม
ให้โดยด่วนค่ะ ภายใน1-2สัปดาห์หลังยื่นเรื่อง
ถ้าไม่คืบหน้า คุยกับชาวบ้านไว้แล้วว่าจะมาล่ารายชื่อ
ขอทำสะพานใหม่",2023-K44NLQ,"['100.36414', '13.68640']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/54e6e11485f3a31f8d0c4c43674b72030abede15.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684394935608.jpeg,26/11 เลียบคลองภาษีเจริญฝั่งเหนือ 1/4 แขวง หนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17 09:18:32.619072+00,"['สะพาน', 'ความปลอดภัย']",5,0,"ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,2023-05-18 07:28:56.890727+00
ถนน,กรุงเทพมหานคร,ขอตำหนิการใช้งบประมาณของกทม. มันส่อทุจริต ถนนช่องทางเดียว ไม่สามารถจอดรถได้อยู่แล้ว จะทาขอบถนนเป็นขวาแดงทำไม? เปลืองงบประมาณโดยไม่จำเป็น สู้เอาไปทางเส้นถนนที่มันซีดจางจะดีกว่า,2023-K2YX6Z,"['100.59688', '13.71098']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/9dabf7cc786977eff34d1a3fbd7edd8d4734b0a9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684375418920.jpeg,1710 ถ. สุขุมวิท พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17 09:17:09.151152+00,['ถนน'],,1,สำนักการจราจรขอเรียนให้ทราบว่าบริเวณดังกล่าวหากไม่ทาขอบทางขาวแดงจะเป็นข้ออ้างของผู้ขับรถบางคนจะนำมาอ้างว่าบริเวณที่ไม่ทาสามารถจอดรถได้เมื่อถูกตำรวจจราจรล็อคล้อหรือเขียนใบสั่ง ซึ่งการทาดังกล่าวเป็นไปตามข้อบังคับจราจรมิได้กระทำในด้านส่อทุจริตแต่อย่างใด,รอรับเรื่อง,2023-05-18 04:43:26.020096+00
ถนน,กรุงเทพมหานคร,"ปัญหา : ประชาชนแจ้งว่าด้านหลังปั้ม PT จะเป็นที่รกร้างว่างเปล่า มีต้นหญ้า ดอกหญ้าขึ้นและปลิวมาที่ปั้มที่ผู้แจ้งประกอบกิจการอยู่ จึงอยากให้เจ้าหน้าที่ช่วยไปตัด ขอให้ดำเนินการตรวจสอบและแก้ไขปัญหา
จุดสังเกต :   ปั๊มน้ำมัน พีที มีนบุรี ถ. ร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง
ซอย : -
ถนน : ร่มเกล้า
เขต : ลาดกระบัง
#1555",2KJL4Z,"['100.74624', '13.77580']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1684315007204.jpeg,,"ร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร : สวนชัยพฤกษ์ Romklao Road , Min Buri , 10510 Min Buri , Bangkok, เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย",2023-05-17 09:16:48.622494+00,['ถนน'],,0,รับเรื่องประสานเจ้าหน้าที่ตรวจสอบ,ส่งต่อ(ใหม่),2023-05-18 01:39:43.21678+00
กีดขวาง,กรุงเทพมหานคร,รถมอเตอร์ไซค์จอดในที่ห้ามจอด ตลอดเวลา ทำให้มีปัญหาจราจรตอนที่มีรถเข้าออกซอยหนาแน่น โดยเฉพาะเวลาเร่งด่วน,2023-M9UYP9,"['100.58385', '13.71459']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/9c47293100628657ca64919fb45c1b7dad5afeb8.jpg,,50 ซอย แสงจันทร์ แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17 09:12:52.097365+00,['กีดขวาง'],,0,เขตคลองเตย ส่งต่อไปยัง สำนักงานตำรวจแห่งชาติ (Royal Thai Police),ส่งต่อ(ใหม่),2023-05-17 12:37:33.441446+00
ถนน,กรุงเทพมหานคร,มีการถมดินในซอยพระยาเพชร ถนนหลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กทม. โดยที่ดินก็ลงถนน รถที่ขนดินมาก็วิ่งเข้าซอยมาเร็วมาก ในซอยก็มีเด็กอยู่เยอะ ไม่มีความระมัดระวังอะไรเลยค่ะ,2023-FC6KCV,"['100.84889', '13.69429']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/cb6e918154f6ff44019bb6ccd3d80df7aab6133c.jpg,,255/84 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17 09:12:46.102436+00,['ถนน'],,0,ประสานตรวจสอบ,กำลังดำเนินการ,2023-05-17 09:32:34.984249+00
"ความปลอดภัย,เสียงรบกวน",กรุงเทพมหานคร,ท่อกระดก รถสัญจรลำบาก อันตรายต่อการสัญจร แล้วเกิดเสียงดังเวลารถขับผ่าน,2023-AGWC6P,"['100.37957', '13.69285']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/7b99b364beeb0602424e50e594f4fcedd2e3f84a.jpg,,180/38 ซอย ศุภาวรรณ 2 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17 09:12:30.91265+00,"['ความปลอดภัย', 'เสียงรบกวน']",,0,เขตหนองแขม ส่งต่อไปยัง ทีโอที แจ้งวัฒนะ,ส่งต่อ(ใหม่),2023-05-17 10:17:55.111141+00
จราจร,กรุงเทพมหานคร,"เนื่องจากการมีการปรับปรุงพื้นผิวจราจร 

แต่ขาดการบริหารจัดการเดินรถที่มีประสิทธิภาพจากหน่วยงานที่เกี่ยวข้อง

รถทางตรง 3 เลนส์
รถเลี้ยวซ้ายลงมา 2 เลนส์
รถเลี้ยวขวามา 2 เลนส์
รถยูเทริน์อีก 1 เลนส์

ทั้งหมดรวมตัวกันเหลือ 1 ช่อง จราจร เกิดการเบียด จากรถ ประมาณ 3-4 เลนส์ เพื่อเหลือ 1 เลนส์ ทำให้รถเคลื่อนตัวอย่างไร้ประสิทธิภาพ

อยากให้มีการวางกรวย บีบช่องจราจรเพื่อให้แต่ละเส้นทางต่อคิวกันมา ของแต่ละช่องทางล่วงหน้า เพื่อลดการเบียดเลนส์อย่างรุนแรงบริเวณคอขวด

กรุณาลงหน้างานเพื่อสำรวจปัญหา และหาแนวทางแก้ไข",2023-FGB2YR,"['100.47804', '13.71588']",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/28f517815203cfbd302c7e210102c887afb34699.jpg,,137 ถนน รัชดาภิเษก แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17 09:12:23.869999+00,['จราจร'],,0,เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),2023-05-17 09:13:23.307777+00
